"Id","Type","Zone","LotArea","LotConfig","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtRating","BsmtSF","CentralAir","X1stFlrSF","X2ndFlrSF","LowQualSF","LivAreaSF","FullBath","HalfBath","Bedrooms","Kitchen","KitchenQual","TotRms","Functional","Fireplaces","FireplaceQu","GarageType","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PoolArea","MoSold","YrSold","SaleCondition","SalePrice"
12370,30,"RL",14419,"Inside","1Fam","1Story",5,6,1940,1964,"Gable","TA","TA","CBlock","TA","TA","No","BLQ",302,"Y",1042,0,0,1019,1,0,3,1,"TA",6,"Typ",1,"Gd",NA,NA,0,0,NA,NA,0,7,2007,"Normal",132341
12392,50,"RL",22809,"Inside","1Fam","1.5Sto",6,7,1918,1942,"Gable","TA","TA","BrkTil","Gd","TA","Mn","Unf",0,"Y",1175,523,0,1725,2,0,4,1,"TA",8,"Typ",1,"Gd","Detchd","Fin",2,386,"TA","TA",0,7,2007,"Normal",156051
12436,70,"RL",6892,"Corner","1Fam","2Story",6,4,1915,1941,"Gable","TA","TA","PConc","Gd","TA","No","Unf",0,"N",813,771,0,1702,1,1,4,1,"Fa",6,"Typ",0,NA,"Detchd","Unf",1,220,"TA","TA",0,5,2010,"Normal",116581
12568,20,"RL",7572,"Inside","1Fam","1Story",6,6,1951,1951,"Gable","TA","TA","CBlock","TA","TA","No","BLQ",396,"Y",877,0,0,903,1,0,2,1,"Gd",4,"Typ",0,NA,"Attchd","Unf",1,297,"TA","TA",0,10,2005,"Abnorml",90487
12590,60,"RL",13243,"Corner","1Fam","2Story",7,5,2004,2004,"Gable","TA","TA","PConc","Ex","TA","Av","Unf",0,"Y",816,831,0,1747,2,1,3,1,"Gd",6,"Typ",0,NA,"Attchd","RFn",2,636,"TA","TA",0,7,2008,"Abnorml",239483
12634,80,"RL",11015,"FR2","1Fam","2.5Sto",5,7,1971,1998,"Hip","TA","TA","CBlock","TA","TA","Av","ALQ",340,"Y",548,546,0,1151,1,0,3,1,"TA",5,"Typ",0,NA,"Other","Unf",1,287,"TA","TA",0,12,2007,"Normal",171432
12656,50,"RL",8344,"Inside","1Fam","1.5Sto",5,5,1947,1943,"Gable","TA","TA","CBlock","TA","TA","No","LwQ",421,"Y",858,398,0,1175,1,0,2,1,"TA",6,"Typ",0,NA,"Detchd","Unf",1,348,"TA","TA",0,10,2007,"Abnorml",108034
12722,160,"FV",3530,"Corner","TwnhsE","2Story",7,5,2006,2006,"Gable","Gd","TA","PConc","Gd","TA","No","Unf",0,"Y",707,682,0,1444,2,0,2,1,"Gd",5,"Typ",0,NA,"Detchd","Unf",2,521,"TA","TA",0,2,2008,"Abnorml",176733
12898,30,"RL",10234,"Inside","1Fam","1Story",6,7,1918,1999,"Gable","TA","Gd","BrkTil","TA","Gd","Mn","LwQ",212,"Y",879,0,0,863,1,0,2,1,"Fa",5,"Typ",0,NA,"Detchd","Fin",1,271,"TA","TA",0,5,2008,"Normal",141186
12942,20,"RL",25873,"Inside","1Fam","1Story",5,8,1968,2000,"Flat","TA","TA","CBlock","TA","TA","Gd","GLQ",1379,"Y",1417,0,0,1544,1,0,1,1,"Ex",5,"Typ",2,"Gd","Attchd","Unf",1,444,"TA","TA",0,6,2009,"Abnorml",117913
12964,40,"RM",9406,"Inside","1Fam","1Story",5,6,1930,1955,"Gable","TA","TA","BrkTil","TA","TA","No","Unf",0,"Y",789,0,155,906,1,0,2,1,"TA",4,"Typ",0,NA,"Detchd","Unf",1,311,"TA","TA",0,8,2007,"Normal",79030
13008,60,"RL",13363,"Corner","1Fam","2Story",10,5,1999,1999,"Gable","Ex","TA","PConc","Ex","TA","Gd","GLQ",1361,"Y",1775,553,0,2197,2,1,3,1,"Ex",10,"Typ",1,"Gd","Other","RFn",3,875,"TA","TA",0,6,2009,"Normal",417582
13030,20,"RL",6622,"Inside","1Fam","1Story",5,8,1982,1996,"Gable","TA","Gd","PConc","TA","Gd","No","GLQ",845,"Y",841,0,0,784,1,0,2,1,"TA",4,"Typ",0,NA,"Detchd","Fin",2,792,"TA","TA",0,6,2007,"Normal",107849
13118,70,"RM",3490,"Inside","1Fam","2Story",6,7,1910,1986,"Gable","TA","TA","CBlock","TA","TA","No","Unf",0,"N",698,707,0,1304,1,0,3,1,"TA",7,"Typ",0,NA,"Detchd","Unf",1,206,"TA","Fa",0,10,2006,"Normal",102268
13184,160,"RM",2033,"Inside","Twnhs","2Story",6,6,1978,1978,"Gable","TA","Gd","CBlock","Gd","TA","No","LwQ",84,"Y",734,845,0,1551,2,1,3,1,"TA",6,"Typ",1,"TA","Attchd","Fin",2,440,"TA","TA",0,7,2008,"Normal",149626
13228,50,"RM",9295,"Inside","1Fam","1.5Sto",6,6,1937,1943,"Gable","TA","Gd","PConc","TA","TA","No","Unf",0,"Y",800,611,0,1393,1,1,3,1,"Gd",6,"Typ",1,"Gd","Detchd","Unf",1,522,"TA","TA",0,12,2007,"Normal",161958
13404,20,"RL",8270,"Inside","1Fam","1Story",4,5,1956,1956,"Gable","TA","Fa","CBlock","TA","TA","Mn","LwQ",928,"Y",1039,0,0,1056,1,0,3,1,"TA",5,"Typ",0,NA,"Attchd","Unf",1,263,"TA","TA",0,4,2006,"Normal",132566
13470,60,"RL",12366,"Inside","1Fam","2Story",8,5,1992,1992,"Gable","Gd","TA","PConc","Gd","TA","Av","GLQ",957,"Y",1341,570,0,1908,2,1,3,1,"Ex",7,"Typ",1,"TA","Other","RFn",2,535,"TA","TA",0,11,2008,"Normal",258608
13492,20,"RL",8299,"Inside","1Fam","1Story",5,5,2006,2006,"Gable","TA","TA","PConc","Gd","TA","No","ALQ",206,"Y",1169,0,0,1161,1,0,3,1,"TA",6,"Typ",0,NA,NA,NA,0,0,NA,NA,0,12,2006,"Abnorml",180437
13514,180,"RM",1427,"Inside","TwnhsE","2.5Sto",4,6,1966,1966,"Gable","TA","TA","CBlock","Gd","TA","Av","LwQ",157,"Y",612,0,0,636,1,0,1,1,"TA",3,"Typ",0,NA,NA,NA,0,0,NA,NA,0,5,2010,"Normal",89812
13558,60,"RL",7766,"Inside","1Fam","2Story",6,5,2002,1993,"Gable","Gd","TA","PConc","Gd","TA","No","GLQ",476,"Y",794,680,0,1449,2,1,3,1,"Gd",7,"Typ",1,"Gd","Attchd","Fin",2,385,"TA","TA",0,6,2005,"Normal",192139
13602,20,"RL",11782,"Inside","1Fam","1Story",9,5,2001,2001,"Hip","Ex","TA","PConc","Ex","TA","Av","GLQ",47,"Y",1903,0,0,1895,2,0,3,1,"Gd",9,"Typ",1,"Gd","Attchd","Unf",3,735,"TA","TA",0,7,2007,"Abnorml",331789
13734,60,"RL",10257,"Inside","1Fam","2Story",6,5,1966,1966,"Gable","TA","TA","CBlock","TA","TA","No","LwQ",237,"Y",999,806,0,1743,1,2,4,1,"TA",8,"Min",1,"TA","Attchd","RFn",2,490,"TA","TA",0,11,2005,"Normal",184919
13778,20,"RL",12688,"Inside","1Fam","1Story",5,5,1960,1972,"Hip","TA","TA","CBlock","TA","TA","No","Unf",0,"Y",1412,0,0,1354,1,0,3,1,"TA",6,"Min",1,"TA","Attchd","RFn",1,273,"TA","TA",0,8,2007,"Normal",109204
13822,60,"RL",11068,"Inside","1Fam","2Story",5,5,1961,1961,"Gable","TA","TA","PConc","Gd","TA","Av","LwQ",681,"Y",1017,1000,0,2127,1,2,5,1,"Fa",9,"Typ",2,"TA","Attchd","Unf",2,526,"TA","TA",0,9,2006,"Family",167723
13866,70,"RM",8586,"Corner","1Fam","2Story",5,6,1880,1990,"Gable","TA","TA","BrkTil","Fa","Fa","No","Unf",0,"Y",1073,687,0,1813,1,0,3,1,"Ex",8,"Typ",0,NA,"Detchd","Unf",1,232,"Fa","Po",0,6,2006,"Abnorml",102896
13910,20,"RL",12190,"Inside","1Fam","1Story",7,5,1976,1976,"Hip","TA","Gd","CBlock","TA","TA","No","ALQ",853,"Y",1475,0,0,1417,2,0,3,1,"TA",6,"Typ",1,"TA","Attchd","Fin",2,559,"TA","TA",0,4,2008,"Family",94464
13954,90,"RL",6816,"Inside","Duplex","2.5Sto",6,5,1974,1974,"Gable","TA","TA","CBlock","TA","TA","No","GLQ",1045,"Y",1050,0,0,1090,0,0,0,2,"TA",4,"Typ",0,NA,"Detchd","Unf",2,567,"TA","TA",0,6,2009,"Normal",143263
14042,30,"RL",8955,"Inside","1Fam","1Story",5,7,1910,1943,"Gable","TA","TA","CBlock","Fa","TA","No","Unf",0,"Y",775,0,0,774,1,0,2,1,"TA",4,"Typ",0,NA,NA,NA,0,0,NA,NA,0,5,2008,"Normal",70365
14108,60,"FV",7386,"Inside","1Fam","2Story",7,5,2000,2000,"Gable","Gd","TA","PConc","Gd","TA","No","GLQ",706,"Y",1017,912,0,1865,2,1,3,1,"Gd",7,"Typ",1,"TA","Attchd","Fin",2,647,"TA","TA",0,5,2007,"Normal",187412
14284,180,"RM",1907,"Inside","Twnhs","2.5Sto",4,6,1968,1968,"Gable","TA","TA","CBlock","Gd","TA","Av","BLQ",130,"Y",637,0,0,661,1,0,1,1,"TA",3,"Typ",0,NA,NA,NA,0,0,NA,NA,0,12,2006,"Normal",67723
14350,60,"RL",8520,"Inside","1Fam","2Story",7,5,1995,1995,"Gable","Gd","TA","PConc","Gd","TA","No","Unf",0,"Y",921,770,0,1674,2,1,2,1,"Gd",7,"Typ",1,"TA","Attchd","RFn",2,501,"TA","TA",0,7,2009,"Normal",168952
14416,160,"RM",1729,"Inside","Twnhs","2Story",6,5,1969,1969,"Gable","TA","TA","CBlock","TA","TA","No","Unf",0,"Y",540,579,0,1048,1,1,3,1,"TA",6,"Typ",0,NA,"Detchd","Unf",1,276,"TA","TA",0,3,2009,"Family",77653
14482,50,"RL",17522,"Inside","1Fam","1.5Sto",6,5,1948,1941,"Gable","TA","TA","CBlock","TA","TA","No","Unf",0,"Y",901,553,0,1398,1,0,3,1,"TA",6,"Typ",1,"Gd","Attchd","Unf",1,327,"TA","TA",0,1,2009,"Abnorml",104564
14548,60,"RL",45127,"CulDSac","1Fam","2Story",8,7,1994,1999,"Hip","Gd","TA","PConc","Gd","Gd","No","GLQ",1331,"Y",1712,730,0,2373,2,1,4,1,"Gd",8,"Typ",1,"TA","Attchd","RFn",3,701,"TA","TA",0,7,2008,"Normal",374611
14592,85,"RL",10002,"Inside","1Fam","2.5Sto",4,5,1963,1963,"Gable","TA","TA","CBlock","Gd","TA","Av","BLQ",957,"Y",1132,0,0,1204,2,0,3,1,"TA",6,"Typ",0,NA,"Detchd","RFn",2,586,"TA","TA",0,4,2008,"Normal",135011
14614,20,"RL",20312,"CulDSac","1Fam","1Story",8,5,2005,1996,"Gable","Gd","TA","PConc","Ex","TA","Mn","GLQ",1714,"Y",2062,0,0,2061,1,1,1,1,"Ex",8,"Typ",1,"Ex","Attchd","Fin",3,1083,"TA","TA",0,1,2005,"Abnorml",351183
14702,20,"RL",14276,"Corner","1Fam","1Story",5,6,1956,1977,"Gable","TA","TA","CBlock","TA","TA","No","LwQ",945,"Y",1386,0,0,1462,1,1,3,1,"TA",6,"Min",1,"TA","Detchd","Unf",2,589,"TA","TA",0,11,2005,"Normal",160972
14746,60,"RL",8593,"FR2","1Fam","2Story",6,5,2003,2003,"Gable","Gd","TA","PConc","Gd","TA","No","GLQ",201,"Y",759,735,0,1498,2,1,3,1,"Gd",7,"Typ",0,NA,"Attchd","Fin",2,565,"TA","TA",0,2,2008,"Normal",210519
14834,20,"RL",9559,"Inside","1Fam","1Story",6,6,1956,1956,"Gable","TA","TA","CBlock","TA","TA","No","LwQ",920,"Y",1080,0,0,1094,1,0,3,1,"TA",5,"Typ",1,"Gd","Attchd","RFn",1,381,"TA","TA",0,7,2007,"Normal",128092
14988,50,"RH",4286,"Inside","1Fam","1.5Sto",5,5,1932,1999,"Gable","TA","TA","BrkTil","TA","TA","No","LwQ",189,"Y",866,672,0,1550,1,0,3,1,"TA",6,"Typ",0,NA,"Detchd","Unf",1,293,"TA","TA",0,7,2009,"Abnorml",119623
15032,20,"RL",10925,"Corner","1Fam","1Story",9,5,2001,2001,"Hip","Gd","TA","PConc","Gd","TA","Av","GLQ",1071,"Y",1700,0,0,1675,2,0,3,1,"Gd",7,"Typ",1,"TA","Attchd","Fin",3,690,"TA","TA",0,7,2006,"Normal",288943
15054,60,"RL",16593,"CulDSac","1Fam","2Story",7,5,1990,1990,"Gable","Gd","TA","PConc","Gd","TA","No","Unf",0,"Y",1169,649,0,1755,2,1,4,1,"TA",7,"Typ",0,NA,"Attchd","Fin",2,467,"TA","TA",0,6,2009,"Normal",212510
15142,20,"RL",8297,"Inside","1Fam","1Story",8,6,1999,1999,"Gable","Gd","TA","PConc","Gd","TA","Av","GLQ",935,"Y",1406,0,0,1398,2,0,2,1,"Gd",7,"Typ",1,"Gd","Attchd","RFn",2,579,"TA","TA",0,10,2007,"Abnorml",300602
15164,120,"RL",7205,"Corner","TwnhsE","1Story",6,5,2005,2003,"Gable","Gd","TA","PConc","Gd","TA","Av","ALQ",19,"Y",1410,0,0,1423,2,0,2,1,"Gd",6,"Typ",1,"Gd","Attchd","RFn",2,464,"TA","TA",0,6,2007,"Normal",155225
15186,120,"RM",4232,"Inside","TwnhsE","1Story",6,5,1994,1994,"Gable","Gd","TA","PConc","Gd","TA","Gd","GLQ",696,"Y",871,0,0,856,1,0,1,1,"Gd",3,"Typ",1,"TA","Attchd","RFn",2,430,"TA","TA",0,5,2008,"Normal",123982
15318,30,"RM",5951,"Inside","1Fam","1Story",5,7,1921,1945,"Gable","TA","TA","CBlock","TA","TA","No","LwQ",592,"Y",613,0,0,634,1,0,2,1,"TA",4,"Typ",0,NA,"Detchd","Unf",1,202,"TA","TA",0,6,2006,"Normal",108360
15384,120,"FV",4437,"Inside","TwnhsE","1Story",7,5,2000,2000,"Gable","Gd","TA","PConc","Gd","TA","Mn","GLQ",15,"Y",1417,0,0,1380,2,0,2,1,"Gd",5,"Typ",0,NA,"Attchd","RFn",2,533,"TA","TA",0,7,2007,"Normal",197508
15428,20,"RL",10078,"Inside","1Fam","1Story",7,5,1961,1961,"Hip","TA","TA","CBlock","TA","TA","No","Unf",0,"Y",1142,0,0,1116,1,1,3,1,"TA",6,"Typ",0,NA,"Attchd","Unf",2,540,"TA","TA",0,7,2006,"Normal",116631
15472,190,"RM",7515,"Inside","Duplex","2Story",5,9,1900,1990,"Gable","TA","Gd","BrkTil","Gd","TA","No","Unf",0,"Y",997,808,0,1895,2,0,4,2,"Gd",8,"Typ",1,"Po","Detchd","Unf",2,640,"TA","TA",0,5,2009,"Normal",105737
15494,20,"RL",8011,"Inside","1Fam","1Story",7,5,2004,2001,"Gable","Gd","TA","PConc","Gd","TA","Av","GLQ",693,"Y",1483,0,0,1543,2,0,3,1,"Gd",7,"Typ",0,NA,"Attchd","RFn",2,588,"TA","TA",0,5,2010,"Normal",227515
15670,120,"RL",4569,"Inside","TwnhsE","1Story",8,5,1988,1984,"Gable","Gd","TA","PConc","Gd","TA","Mn","GLQ",784,"Y",1204,0,0,1212,2,0,2,1,"Gd",5,"Typ",1,"Gd","Attchd","Fin",2,476,"TA","TA",0,10,2008,"Normal",158957
15714,60,"RL",13888,"CulDSac","1Fam","2Story",6,8,1976,1997,"Gable","Gd","TA","CBlock","TA","TA","No","GLQ",550,"Y",744,745,0,1517,2,1,3,1,"Gd",6,"Typ",0,NA,"Attchd","RFn",2,495,"TA","TA",0,3,2009,"Normal",116219
15802,60,"RL",10232,"Inside","1Fam","2Story",7,5,1993,1993,"Hip","Gd","TA","PConc","Gd","TA","Gd","GLQ",1228,"Y",1327,1124,0,2470,2,1,3,1,"Gd",9,"Typ",1,"TA","Attchd","RFn",3,940,"TA","TA",0,8,2007,"Normal",395113
15846,120,"RL",6875,"CulDSac","1Fam","1Story",8,5,1978,1978,"Gable","Gd","TA","PConc","Gd","TA","Gd","GLQ",1160,"Y",1714,0,0,1689,2,0,2,1,"Gd",5,"Typ",1,"TA","Attchd","RFn",2,539,"TA","TA",0,12,2006,"Normal",281761
15868,120,"RM",4557,"Inside","TwnhsE","1Story",6,5,2002,2002,"Gable","Gd","TA","PConc","Gd","TA","Av","GLQ",634,"Y",855,0,0,859,1,0,1,1,"Gd",3,"Typ",0,NA,"Attchd","RFn",2,439,"TA","TA",0,5,2010,"Normal",121085
15890,20,"RL",7756,"Inside","1Fam","1Story",4,7,1966,1966,"Gable","TA","Gd","CBlock","TA","TA","No","ALQ",183,"Y",901,0,0,840,1,0,3,1,"TA",5,"Typ",0,NA,"Detchd","Unf",2,452,"TA","TA",0,7,2009,"Normal",148193
15934,20,"RL",12964,"Inside","1Fam","1Story",9,5,2007,2004,"Hip","Ex","TA","PConc","Ex","TA","No","GLQ",1259,"Y",1639,0,0,1641,2,0,3,1,"Ex",8,"Typ",1,"Gd","Attchd","Fin",3,794,"TA","TA",0,2,2008,"Normal",242906
16044,30,"RM",6116,"Inside","1Fam","1.5Sto",4,5,1925,1946,"Gable","TA","TA","CBlock","TA","TA","No","BLQ",152,"Y",861,0,363,1205,1,0,2,1,"TA",5,"Typ",0,NA,"Detchd","Unf",2,548,"TA","TA",0,1,2009,"Normal",86247
16110,60,"RL",11065,"Inside","1Fam","2Story",7,5,1998,1995,"Gable","Gd","TA","PConc","Gd","TA","Av","ALQ",259,"Y",1200,909,0,2088,2,1,3,1,"Gd",8,"Typ",1,"TA","Attchd","Fin",2,522,"TA","TA",0,7,2007,"Normal",180032
16132,20,"RL",9676,"Corner","1Fam","1Story",5,6,1961,1976,"Hip","TA","TA","CBlock","TA","TA","No","BLQ",610,"Y",1180,0,0,1152,1,0,3,1,"TA",6,"Typ",1,"TA","Attchd","RFn",1,275,"TA","TA",0,3,2009,"Normal",149912
16154,20,"RL",8665,"Corner","1Fam","1Story",5,5,1959,1959,"Gable","TA","TA","PConc","TA","TA","No","Unf",0,"Y",950,0,0,966,1,0,3,1,"TA",6,"Typ",0,NA,"Attchd","Unf",1,291,"TA","TA",0,5,2006,"Family",128040
16220,60,"RL",10908,"CulDSac","1Fam","2Story",8,5,2002,2002,"Gable","Gd","TA","PConc","Gd","TA","No","Unf",0,"Y",868,902,0,1823,2,1,3,1,"Gd",8,"Typ",1,"Gd","Attchd","Fin",3,798,"TA","TA",0,6,2005,"Normal",265398
16242,90,"RL",10843,"Inside","Duplex","1Story",5,5,1987,1985,"Gable","TA","TA","CBlock","Gd","Gd","Gd","GLQ",1209,"Y",1196,0,0,1189,3,0,3,1,"TA",5,"Typ",0,NA,NA,NA,0,0,NA,NA,0,3,2008,"Abnorml",195138
16308,20,"RL",6979,"Inside","1Fam","1Story",6,8,1961,1987,"Hip","TA","Gd","CBlock","TA","TA","Mn","GLQ",837,"Y",930,0,0,929,1,0,3,1,"Gd",5,"Typ",0,NA,"Detchd","Unf",1,289,"TA","TA",0,5,2007,"Normal",138404
16418,60,"RL",9023,"Inside","1Fam","2Story",7,5,1992,1992,"Gable","Gd","TA","PConc","Gd","TA","No","GLQ",311,"Y",995,1249,0,2247,2,1,4,1,"Gd",8,"Typ",1,"TA","Other","Fin",2,556,"TA","TA",0,4,2009,"Normal",193181
16462,20,"RL",10557,"Inside","1Fam","1Story",7,5,1990,1990,"Hip","Gd","TA","PConc","Gd","TA","No","GLQ",911,"Y",1727,0,0,1799,2,0,3,1,"Gd",7,"Typ",1,"TA","Attchd","Fin",2,546,"TA","TA",0,3,2009,"Normal",197441
16506,50,"RM",8591,"Corner","1Fam","1.5Sto",4,7,1910,2002,"Gable","TA","TA","BrkTil","TA","Fa","No","Unf",0,"Y",813,356,0,1127,1,0,3,1,"TA",7,"Min",0,NA,NA,NA,0,0,NA,NA,0,6,2010,"Normal",118422
16550,20,"RL",9468,"Inside","1Fam","1Story",6,5,1992,1992,"Gable","TA","Gd","PConc","Gd","TA","Gd","GLQ",1241,"Y",1477,0,0,1493,2,0,3,1,"Gd",6,"Typ",0,NA,"Attchd","RFn",2,558,"TA","TA",0,7,2006,"Normal",236232
16572,60,"RL",10741,"Inside","1Fam","2Story",8,5,2000,2000,"Gable","Gd","TA","PConc","Gd","TA","Mn","Unf",0,"Y",996,1110,0,2002,2,1,3,1,"Ex",8,"Typ",1,"Gd","Attchd","RFn",3,866,"TA","TA",0,3,2006,"Normal",253909
16638,60,"RL",10797,"Inside","1Fam","2Story",8,5,2006,2006,"Gable","Gd","TA","PConc","Gd","TA","Av","GLQ",20,"Y",879,936,0,1780,2,1,3,1,"Gd",7,"Typ",0,NA,"Attchd","RFn",2,601,"TA","TA",0,4,2009,"Normal",256942
16902,20,"RL",9244,"Inside","1Fam","1Story",7,5,2004,2003,"Hip","Gd","TA","PConc","Gd","TA","No","GLQ",22,"Y",1826,0,0,1795,2,0,3,1,"Gd",8,"Typ",1,"Gd","Attchd","Fin",2,486,"TA","TA",0,10,2006,"Normal",176982
16968,20,"RL",8754,"Inside","1Fam","1Story",4,5,1949,1949,"Gable","TA","TA","CBlock","Fa","Fa","No","LwQ",867,"Y",1269,0,0,1247,1,0,2,1,"TA",6,"Typ",0,NA,"Detchd","Unf",2,391,"TA","TA",0,4,2005,"Normal",124557
17056,120,"RM",4648,"FR2","TwnhsE","1Story",6,5,1989,1989,"Hip","TA","TA","PConc","Ex","TA","No","GLQ",835,"Y",1253,0,0,1206,2,0,2,1,"TA",5,"Typ",0,NA,"Attchd","Fin",2,419,"TA","TA",0,6,2009,"Normal",189442
17166,20,"RL",7815,"Inside","1Fam","1Story",7,5,1995,1986,"Gable","TA","TA","PConc","Gd","Gd","No","Unf",0,"Y",1200,0,0,1214,2,0,3,1,"TA",6,"Typ",1,"TA","Attchd","Fin",2,409,"TA","TA",0,6,2006,"Normal",199144
17188,60,"RL",6809,"Inside","1Fam","2Story",6,5,1986,1986,"Gable","Gd","Gd","PConc","Gd","TA","No","ALQ",370,"Y",825,799,0,1633,2,1,3,1,"Gd",7,"Typ",0,NA,"Attchd","RFn",2,488,"TA","TA",0,7,2005,"Normal",144472
17254,75,"RM",6559,"Inside","1Fam","2.5Sto",6,6,1914,1992,"Gable","TA","TA","CBlock","TA","TA","No","Unf",0,"Y",765,758,0,1506,2,0,3,1,"TA",9,"Typ",1,"Gd",NA,NA,0,0,NA,NA,0,6,2007,"Normal",154254
17298,50,"RM",10385,"Inside","1Fam","1.5Sto",5,6,1915,1942,"Gable","TA","Gd","PConc","Fa","TA","No","LwQ",713,"Y",918,671,0,1574,2,0,4,1,"TA",7,"Typ",0,NA,"Detchd","Unf",1,426,"TA","TA",0,6,2009,"Normal",105009
17320,60,"RL",10054,"Inside","1Fam","2Story",7,5,1996,1996,"Gable","Gd","TA","PConc","Gd","TA","No","GLQ",666,"Y",971,1091,0,2155,2,1,4,1,"Gd",8,"Typ",0,NA,"Other","RFn",2,594,"TA","TA",0,1,2010,"Normal",264255
17342,20,"RM",6111,"Corner","1Fam","1Story",4,7,1954,1998,"Gable","TA","TA","CBlock","TA","TA","No","Unf",0,"Y",930,0,0,919,1,0,2,1,"TA",4,"Typ",0,NA,"Detchd","Unf",1,294,"Fa","TA",0,8,2007,"Normal",128666
17408,80,"RL",10915,"Corner","1Fam","2.5Sto",6,5,1969,1969,"Gable","TA","TA","PConc","Gd","TA","Av","ALQ",522,"Y",1065,0,0,1058,1,0,3,1,"TA",5,"Typ",2,"TA","Attchd","RFn",2,523,"TA","TA",0,5,2006,"Normal",139620
17430,60,"RL",9924,"CulDSac","1Fam","2Story",7,5,1996,1990,"Gable","Gd","TA","PConc","Gd","TA","Av","GLQ",877,"Y",1129,928,0,1916,2,1,3,1,"TA",8,"Typ",1,"TA","Attchd","Unf",2,465,"TA","TA",0,6,2006,"Normal",250512
17562,60,"RL",14169,"Inside","1Fam","2Story",9,5,2008,2002,"Hip","Ex","TA","PConc","Ex","TA","No","Unf",0,"Y",1914,1128,0,3012,3,1,4,1,"Ex",11,"Typ",2,"Gd","Other","Fin",3,808,"TA","TA",0,7,2008,"Abnorml",594246
17716,20,"RL",12127,"FR2","1Fam","1Story",7,5,2005,2005,"Gable","Gd","TA","PConc","Gd","TA","No","Unf",0,"Y",1476,0,0,1391,2,0,3,1,"Ex",6,"Typ",0,NA,"Attchd","RFn",2,565,"TA","TA",0,7,2007,"Abnorml",252495
17848,120,"RM",4631,"Inside","TwnhsE","1Story",6,5,1995,1995,"Gable","Gd","TA","PConc","Gd","TA","Gd","GLQ",632,"Y",849,0,0,831,1,0,1,1,"Gd",4,"Typ",1,"Gd","Attchd","Fin",2,423,"TA","TA",0,6,2008,"Normal",117613
17870,20,"C",8954,"Inside","1Fam","1Story",5,5,1946,1946,"Hip","Fa","TA","CBlock","TA","TA","Av","Unf",0,"N",1008,0,0,1006,1,0,2,1,"Fa",4,"Typ",0,NA,"Other","Unf",2,484,"TA","TA",0,6,2009,"Abnorml",66166
17892,20,"RL",10094,"Inside","1Fam","1Story",6,6,1957,1957,"Gable","TA","TA","CBlock","TA","TA","No","LwQ",599,"Y",1378,0,0,1372,1,1,4,1,"TA",7,"Typ",0,NA,"Attchd","RFn",1,286,"TA","TA",0,4,2007,"Normal",183444
17914,50,"RL",8508,"Inside","1Fam","1.5Sto",5,7,1918,1945,"Gable","TA","TA","BrkTil","TA","TA","No","Unf",0,"Y",673,573,0,1250,1,1,3,1,"Fa",7,"Typ",0,NA,"Detchd","Unf",1,277,"TA","TA",0,7,2005,"Normal",118374
17936,20,"RL",12604,"CulDSac","1Fam","1Story",7,5,1996,1996,"Gable","TA","TA","PConc","Gd","TA","No","Unf",0,"Y",1705,0,0,1582,2,0,3,1,"Gd",6,"Typ",0,NA,"Attchd","RFn",2,593,"TA","TA",0,5,2009,"Normal",195587
17958,20,"RL",11277,"Corner","1Fam","1Story",5,6,1949,1949,"Gable","TA","TA","CBlock","TA","TA","No","BLQ",472,"Y",1045,0,0,1012,1,0,2,1,"TA",4,"Typ",1,"Gd","Attchd","RFn",1,277,"TA","TA",0,7,2006,"Normal",170227
17980,20,"RL",13716,"CulDSac","1Fam","1Story",8,5,1996,1996,"Hip","Gd","TA","PConc","Gd","TA","No","GLQ",1252,"Y",1771,0,0,1634,2,0,3,1,"Gd",7,"Typ",2,"Gd","Attchd","RFn",3,877,"TA","TA",0,7,2008,"Normal",269178
18002,80,"RL",9073,"Inside","1Fam","2.5Sto",6,7,1965,1965,"Gable","TA","TA","CBlock","TA","TA","Av","GLQ",488,"Y",1048,0,0,1011,1,0,3,1,"TA",6,"Typ",0,NA,"Attchd","Unf",2,456,"TA","TA",0,6,2009,"Normal",169776
18178,45,"RM",6345,"Inside","1Fam","1.5Sto",5,6,1924,1946,"Gable","TA","TA","BrkTil","TA","TA","No","ALQ",782,"Y",771,0,0,752,1,0,2,1,"Gd",5,"Typ",0,NA,NA,NA,0,0,NA,NA,0,5,2007,"Normal",127718
18244,160,"FV",2516,"Inside","Twnhs","2Story",7,5,1997,1997,"Gable","Gd","TA","PConc","Gd","TA","No","Unf",0,"Y",518,624,80,1260,2,1,2,1,"Gd",4,"Typ",0,NA,"Detchd","RFn",2,494,"TA","TA",0,7,2006,"Normal",135964
18354,20,"RL",7955,"Inside","1Fam","1Story",5,6,1956,1956,"Gable","TA","TA","CBlock","TA","TA","No","LwQ",568,"Y",1172,0,0,1097,1,0,3,1,"TA",6,"Typ",0,NA,"Attchd","Unf",2,434,"TA","TA",0,9,2008,"Normal",129625
